sa_code,sa_name,subtype,area_km2,intersection_count,junction_density,street_density_km_km2,avg_street_length_m,dead_end_ratio,circuity_avg,amenity_count,amenity_density,walkability_index
bf3d9bfd-98f9-457d-a344-9757f91980e5,להבות הבשן,locality,0.4853,42.0,86.55122030819356,29.22430185481546,166.84043527080357,0.44,1.1321599305400425,14,28.850406769397853,63.15
9ec639b3-a012-4820-b40e-79a64e036119,שמיר,locality,0.5906,49.0,82.96929665418361,25.233694081651468,136.7203014266229,0.5420560747663551,1.0553234723163454,7,11.852756664883374,52.33
bf17f7fc-ed8e-4ed3-93c6-dbaff9b13832,עמיר,locality,0.5041,36.0,71.4211279832991,23.442291363799153,131.29051318977113,0.5955056179775281,1.1268952853816836,20,39.678404435166165,58.88
c42f5970-2b20-4689-9264-2f561d6aafbc,נאות מרדכי,locality,0.4233,35.0,82.69015003697244,24.003514740217753,125.43076872688943,0.5679012345679012,1.0953569187356673,9,21.263181438078625,54.62
271c7f56-0548-438a-9be9-bde4a1c4f588,כפר בלום,locality,0.6879,36.0,52.33399060669565,21.39163624619866,130.22195474310263,0.712,1.1459364223235846,19,27.620717264644924,48.59
afaac5cc-385d-44a2-88d4-9a423c2cf269,שדה נחמיה,locality,0.5543,41.0,73.97348447514942,27.45830004915707,146.33495808602837,0.6019417475728155,1.10947784040258,28,50.51847720254107,66.46
79015f55-e663-48fb-9d82-19f31eb7ccac,כפר סאלד,locality,0.4227,33.0,78.07240957456163,29.648429872448382,126.58517921167011,0.6886792452830188,1.0822451252663885,4,9.463322372674138,52.93
0f309785-d2d9-4576-be54-d24c4e2c4e71,הגושרים,locality,0.747,86.0,115.12316162201407,28.71815530153775,92.87103872756938,0.6446280991735537,1.1870704618665264,30,40.159242426283974,70.43
63d7ebb5-286c-47a0-b5d3-c5ecf89e05d0,בית הלל,locality,0.5881,36.0,61.21281132663058,16.259127946075704,100.65464425591723,0.6504854368932039,1.4236884347521985,26,44.20925262478875,49.41
2cfffff9-e954-4f73-83e1-83c9a12d1537,קרית שמונה,locality,14.3827,664.0,46.166449145156406,16.985647235727686,140.8069943098559,0.6351648351648351,1.2649988191424795,505,35.11153135286745,45.63
728bce37-bb0a-4675-b59e-394afd77a9b6,מנרה,locality,0.1321,15.0,113.56533300559796,47.97277304697582,154.54552956328894,0.6590909090909091,9.05112815006533,7,52.997155402612385,62.71
681776fb-79e1-4faf-8cf1-0e8cf583b7f9,מרגליות,locality,0.4068,24.0,58.998036729936445,34.974780994996365,124.80265779224038,0.8562874251497006,1.1295253091730766,3,7.374754591242056,47.81
